area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
44.61,16100.0,1,3,2,2025.0,False,50.0366908,19.9686876,3.584588305329014,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44.61,16100.0,2,3,2,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.56,15800.0,1,3,2,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64.65,14600.0,0,3,3,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.01,16997.0,0,3,3,2023.0,True,50.0401723,19.9746482,3.5945360219442715,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
67.3,14800.0,1,3,4,2025.0,False,50.036691,19.968688,3.584588796828549,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
67.74,14800.0,1,3,3,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64.0,20000.0,1,3,3,2012.0,False,50.0561528,19.9424211,0.7315354285643005,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
61.0,22131.0,1,3,3,2012.0,False,50.0561528,19.9424211,0.7315354285643005,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
64.0,21094.0,1,4,3,1870.0,False,50.0561528,19.9424211,0.7315354285643005,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66.0,10439.0,2,2,3,2015.0,False,50.0256615,19.9946913,5.74351534188062,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,15881.0,1,4,2,2025.0,True,50.0800574,19.9057321,3.0290525430580915,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63.0,17762.0,4,4,3,2025.0,True,50.0800574,19.9057321,3.0290525430580915,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139.0,8993.0,2,2,6,1930.0,True,50.0800574,19.9057321,3.0290525430580915,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138.63,9955.0,2,2,6,1930.0,True,50.0800574,19.9057321,3.0290525430580915,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.64,15302.0,2,3,2,2019.0,True,50.0196019,19.9836947,5.7486864636239465,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.4,14171.0,3,4,2,1970.0,False,50.0847875,19.90896494569873,3.25485574603425,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,15778.0,0,10,2,1970.0,False,50.0862506,19.9092423,3.372020010774925,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
42.0,14976.0,3,4,2,1966.0,False,50.0862506,19.9092423,3.372020010774925,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46.94,14678.0,0,2,1,2024.0,True,50.0166619,19.9695168,5.526579270012507,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
90.85,13198.0,1,2,3,2024.0,True,50.0166619,19.9695168,5.526579270012507,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35.5,13493.0,0,4,1,2012.0,False,50.0221388,19.9800431,5.368060260126213,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.54,13478.0,0,4,2,2012.0,False,50.0221388,19.9800431,5.368060260126213,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,18829.0,3,4,2,2023.0,False,50.0690216,20.0160117,5.674068605146774,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.5,19130.0,3,4,2,2023.0,True,50.0690216,20.0160117,5.674068605146774,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.5,19565.0,3,4,2,2023.0,False,50.0690216,20.0160117,5.674068605146774,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,24545.0,5,10,1,2018.0,False,50.0773107,19.9264389,1.8856600585353085,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
38.5,14286.0,4,4,2,1965.0,False,50.0771994,19.9259388,1.8894354018948445,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53.0,12264.0,4,4,2,2012.0,False,50.0786412,19.922395195386308,2.1487461655052043,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24.6,19309.0,1,4,1,1964.0,False,50.081544,19.9161823,2.6583063341813045,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
41.23,13510.0,4,8,2,1966.0,False,50.081544,19.9161823,2.6583063341813045,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30.21,18537.0,4,6,1,2017.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
41.23,13825.0,4,8,2,1966.0,False,50.07921965,19.919893996203324,2.2963384559031144,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24.15,23975.0,0,6,1,2018.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24.15,24389.0,0,6,1,2018.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26.15,22753.0,1,6,1,2020.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25.0,23960.0,2,4,2,1970.0,False,50.081544,19.9161823,2.6583063341813045,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25.0,23960.0,2,4,2,1970.0,False,50.081544,19.9161823,2.6583063341813045,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45.0,13778.0,4,4,2,1961.0,False,50.081544,19.9161823,2.6583063341813045,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36.57,18048.0,1,4,2,2012.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
51.0,13137.0,8,9,2,1968.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
42.0,16643.0,2,9,2,1965.0,False,50.081544,19.9161823,2.6583063341813045,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
42.0,16643.0,2,8,2,1964.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45.1,15521.0,0,4,2,2000.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44.0,16591.0,4,4,2,1940.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44.0,16591.0,4,4,2,1940.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44.0,16591.0,4,4,2,2012.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45.0,16667.0,0,5,1,2000.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
52.0,14423.0,4,8,2,1968.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
52.0,14558.0,4,9,2,1956.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
52.0,14808.0,4,9,2,1956.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43.0,18140.0,2,2,2,1950.0,False,50.0797998,19.9287252,2.087398263009283,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
51.6,15484.0,4,10,2,1966.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44.79,18643.0,0,6,2,2022.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
47.0,17872.0,0,5,3,2017.0,False,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45.93,18485.0,4,9,2,2018.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45.93,18485.0,4,9,2,2018.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46.0,18457.0,4,9,2,2019.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46.0,18478.0,0,4,2,2000.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43.5,19885.0,2,4,2,2024.0,True,50.081544,19.9161823,2.6583063341813045,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
